Category,project_name,Rank,Name,Handle,Creator_ID,Mindshare_%,Smart_Followers,Followers,Casual_%,Hardcore_%,Shitposter_%,Curator_%,CopyPasta_%,Creative_%,creator_code
L0/L1,Camp Network,76,"아이반(❖,❖)Ⓜ️Ⓜ️T",@museowunsaram,museowunsaram,0.19,161,7748,47.0,53.0,53.0,47.0,38.0,62.0,C386
L0/L1,Camp Network,33,HEADBOY 🦇🔊,@NDIDI_GRAM,ndidi_gram,0.39,460,201097,0.0,0.0,0.0,0.0,0.0,0.0,C392
L0/L1,Camp Network,72,Nick Research,@Nick_Researcher,nick_researcher,0.2,137,10669,31.0,69.0,64.0,36.0,58.0,42.0,C396
L0/L1,Camp Network,18,R2D2,@R2D2zen,r2d2zen,0.52,249,12443,16.0,84.0,57.0,43.0,62.0,38.0,C424
L0/L1,Camp Network,57,RaArΞs ⚓️,@RaAr3s,raar3s,0.25,417,43640,49.0,51.0,26.0,74.0,75.0,25.0,C427
L0/L1,Camp Network,48,RIDDLΞR,@RiddlerNFT,riddlernft,0.31,887,34757,32.0,68.0,72.0,28.0,57.0,43.0,C444
L0/L1,Camp Network,49,Chill Pill 🔮 (Bald),@ripchillpill,ripchillpill,0.31,1148,97002,53.0,47.0,67.0,33.0,59.0,41.0,C446
L0/L1,Camp Network,28,"Xeusthegreat (♟,♟)",@SamuelXeus,samuelxeus,0.41,546,245258,12.0,88.0,72.0,28.0,68.0,32.0,C459
L0/L1,Camp Network,99,papiofficial,@shmula,shmula,0.13,641,7219,63.0,37.0,74.0,26.0,54.0,46.0,C478
L0/L1,Camp Network,17,Shuarix™,@Shuarix,shuarix,0.53,127,42232,37.0,63.0,45.0,55.0,70.0,30.0,C479
L0/L1,Camp Network,85,SKYLINE🥷,@SkylineETH,skylineeth,0.17,937,140425,34.0,66.0,50.0,50.0,62.0,38.0,C486
L0/L1,Camp Network,73,slappjakke,@Slappjakke,slappjakke,0.2,1112,61878,46.0,54.0,67.0,33.0,49.0,51.0,C487
L0/L1,Camp Network,54,Lipa 🍡（专注投研版 🦅🟠,@softlipa1018,softlipa1018,0.26,374,29834,49.0,51.0,52.0,48.0,51.0,49.0,C489
L0/L1,Camp Network,5,Splin Teron,@splinter0n,splinter0n,0.74,875,69277,30.0,70.0,44.0,56.0,51.0,49.0,C490
L0/L1,Camp Network,64,帅帅 Ⓜ️Ⓜ️T,@ssovoovo,ssovoovo,0.22,387,33175,29.0,71.0,33.0,67.0,66.0,34.0,C493
L0/L1,Camp Network,32,Ted,@TedPillows,tedpillows,0.4,962,218551,21.0,79.0,56.0,44.0,66.0,34.0,C509
L0/L1,Camp Network,24,The Smart Ape 🔥,@the_smart_ape,the_smart_ape,0.48,569,56847,35.0,65.0,41.0,59.0,58.0,42.0,C513
L0/L1,Camp Network,40,Tim Haldorsson,@TimHaldorsson,timhaldorsson,0.34,722,30601,14.0,86.0,44.0,56.0,63.0,37.0,C525
L0/L1,Camp Network,42,寻一方净土Ⓜ️Ⓜ️T,@TUGE8888,tuge8888,0.33,364,19189,46.0,54.0,45.0,55.0,68.0,32.0,C530
L0/L1,Camp Network,25,Vvicky绵绵 Ⓜ️Ⓜ️T,@vvickym2,vvickym2,0.47,338,82453,41.0,59.0,50.0,50.0,56.0,44.0,C536
L0/L1,Camp Network,60,日拱一卒王小楼💢Ⓜ️Ⓜ️T,@wang_xiaolou,wang_xiaolou,0.24,330,26747,23.0,77.0,45.0,55.0,61.0,39.0,C540
L0/L1,Camp Network,13,Niels,@Web3Niels,web3niels,0.6,382,54874,24.0,76.0,39.0,61.0,73.0,27.0,C544
L0/L1,Camp Network,67,链上达人,@wenxue600,wenxue600,0.21,478,111586,38.0,62.0,62.0,38.0,49.0,51.0,C546
L0/L1,Camp Network,98,淘淘🕊️,@xiaoman1188,xiaoman1188,0.13,65,19350,17.0,83.0,53.0,47.0,61.0,39.0,C561
L0/L1,Camp Network,70,壹屋鱼,@xiaoyubtc,xiaoyubtc,0.21,92,23916,15.0,85.0,43.0,57.0,67.0,33.0,C562
L0/L1,Camp Network,4,星星菌🦖| Ⓜ️Ⓜ️T,@xingxingjun8888,xingxingjun8888,0.78,297,42714,35.0,65.0,58.0,42.0,55.0,45.0,C564
L0/L1,Camp Network,35,yyy,@y_cryptoanalyst,y_cryptoanalyst,0.38,346,24693,46.0,54.0,50.0,50.0,47.0,53.0,C567
L0/L1,Camp Network,87,Han Ⓜ️Ⓜ️T,@yihan0202,yihan0202,0.16,121,16232,37.0,63.0,40.0,60.0,61.0,39.0,C573
L0/L1,Camp Network,10,Yueya.eth,@yueya_eth,yueya_eth,0.66,697,36043,31.0,69.0,27.0,73.0,59.0,41.0,C574
L0/L1,Camp Network,36,zaimiri ✏️,@zaimiriQ,zaimiriq,0.37,1110,54129,27.0,73.0,61.0,39.0,58.0,42.0,C577
L0/L1,Camp Network,97,追风Lab .eth🌿,@ZF_lab,zf_lab,0.13,358,104655,31.0,69.0,57.0,43.0,57.0,43.0,C581
L0/L1,Camp Network,68,孤鹤.hl,@ZKSgu,zksgu,0.21,544,40731,60.0,40.0,31.0,69.0,56.0,44.0,C586
L0/L1,Ethereum,62,BREAD | ∑:,@0xBreadguy,0xbreadguy,0.1,3233,56121,7.0,93.0,36.0,64.0,51.0,49.0,C14
L0/L1,Ethereum,64,Kydo,@0xkydo,0xkydo,0.1,1476,11659,24.0,76.0,34.0,66.0,54.0,46.0,C33
L0/L1,Ethereum,36,AB Kuai.Dong,@_FORAB,_forab,0.13,646,81068,12.0,88.0,39.0,61.0,54.0,46.0,C55
L0/L1,Ethereum,33,Andy,@ayyyeandy,ayyyeandy,0.13,3347,73050,17.0,83.0,45.0,55.0,56.0,44.0,C89
L0/L1,Ethereum,71,chainyoda,@chainyoda,chainyoda,0.09,2737,40493,2.0,98.0,50.0,50.0,49.0,51.0,C131
L0/L1,Ethereum,92,CupoJOSΞPH 🐌,@CupOJoseph,cupojoseph,0.09,972,9926,11.0,89.0,46.0,54.0,50.0,50.0,C173
L0/L1,Ethereum,9,DeFi Dad ⟠ defidad.eth,@DeFi_Dad,defi_dad,0.19,4530,175335,2.0,98.0,43.0,57.0,59.0,41.0,C185
L0/L1,Ethereum,28,david phelps,@divine_economy,divine_economy,0.14,3259,74767,14.0,86.0,43.0,57.0,50.0,50.0,C197
L0/L1,Ethereum,22,f1go.eth,@FigoETH,figoeth,0.15,473,6256,1.0,99.0,34.0,66.0,58.0,42.0,C228
L0/L1,Ethereum,29,_gabrielShapir0,@lex_node,lex_node,0.14,3784,74351,7.0,93.0,38.0,62.0,51.0,49.0,C336
L0/L1,Ethereum,66,lito,@litocoen,litocoen,0.1,2341,32254,25.0,75.0,44.0,56.0,52.0,48.0,C344
L0/L1,Ethereum,38,mteam.eth 🗼,@mteamisloading,mteamisloading,0.12,1154,10743,17.0,83.0,36.0,64.0,53.0,47.0,C384
L0/L1,Ethereum,27,The Wolf Of All Streets,@scottmelker,scottmelker,0.14,2880,1070464,8.0,92.0,46.0,54.0,69.0,31.0,C466
L0/L1,Ethereum,60,Simon Dedic,@sjdedic,sjdedic,0.1,1570,43998,18.0,82.0,46.0,54.0,59.0,41.0,C485
L0/L1,Ethereum,21,Ted,@TedPillows,tedpillows,0.15,962,218554,3.0,97.0,53.0,47.0,72.0,28.0,C509
L0/L1,Ethereum,25,TylerD 🧙‍♂️,@Tyler_Did_It,tyler_did_it,0.15,3002,64210,6.0,94.0,46.0,54.0,67.0,33.0,C531
L0/L1,Ethereum,91,wale.moca 🐳,@waleswoosh,waleswoosh,0.09,3803,177900,14.0,86.0,50.0,50.0,55.0,45.0,C538
L0/L1,Ethereum,59,Xeer,@Xeer,xeer,0.1,2211,59209,15.0,85.0,50.0,50.0,55.0,45.0,C559
L0/L1,Injective,56,币世王,@0xKingsKuan,0xkingskuan,0.24,285,60972,46.0,54.0,56.0,44.0,62.0,38.0,C32
L0/L1,Injective,47,🐍Salazar.eth 🦇🔊,@0xSalazar,0xsalazar,0.31,1280,68401,61.0,39.0,36.0,64.0,55.0,45.0,C39
L0/L1,Injective,26,Ed | AirdropGlideApp,@AirdropGlideapp,airdropglideapp,0.55,230,34068,24.0,76.0,58.0,42.0,60.0,40.0,C63
L0/L1,Injective,5,Sjuul | AltCryptoGems,@AltCryptoGems,altcryptogems,1.16,680,478453,29.0,71.0,69.0,31.0,65.0,35.0,C69
L0/L1,Injective,20,Andy,@ayyyeandy,ayyyeandy,0.61,3347,73050,72.0,28.0,58.0,42.0,53.0,47.0,C89
L0/L1,Injective,90,Immortal 💥,@BitImmortal,bitimmortal,0.09,44,10180,72.0,28.0,36.0,64.0,66.0,34.0,C108
L0/L1,Injective,71,CiciⓂ️Ⓜ️T,@Ciciyingying,ciciyingying,0.18,53,28150,50.0,50.0,34.0,66.0,72.0,28.0,C142
L0/L1,Injective,44,聪哥.sats Ⓜ️Ⓜ️T,@congge918,congge918,0.34,90,39688,42.0,58.0,35.0,65.0,72.0,28.0,C148
L0/L1,Injective,27,hoeem,@crypthoem,crypthoem,0.54,1499,140469,0.0,0.0,0.0,0.0,0.0,0.0,C152
L0/L1,Injective,28,Rand,@crypto_rand,crypto_rand,0.53,1496,333194,28.0,72.0,79.0,21.0,70.0,30.0,C155
L0/L1,Injective,4,CryptoBusy,@CryptoBusy,cryptobusy,1.34,217,184514,9.0,91.0,56.0,44.0,65.0,35.0,C160
L0/L1,Injective,39,Crypto Tony,@CryptoTony__,cryptotony__,0.38,1041,554367,31.0,69.0,72.0,28.0,86.0,14.0,C169
L0/L1,Injective,84,DaengDaeng (댕댕) Ⓜ️Ⓜ️T | $M 🐜,@DaengDaeng_eth,daengdaeng_eth,0.11,150,3921,68.0,32.0,100.0,0.0,33.0,67.0,C176
L0/L1,Injective,64,dilrong,@dilrong_,dilrong_,0.2,93,2905,32.0,68.0,64.0,36.0,37.0,63.0,C196
L0/L1,Injective,7,EricF,@EricCLFung,ericclfung,1.03,1000,19629,23.0,77.0,68.0,32.0,58.0,42.0,C216
L0/L1,Injective,97,Andy the Jet Ⓜ️ Ⓜ️ T,@GpaAndy,gpaandy,0.07,63,7068,29.0,71.0,37.0,63.0,64.0,36.0,C246
L0/L1,Injective,10,greb,@grebbycrypto,grebbycrypto,1.0,238,41517,30.0,70.0,79.0,21.0,48.0,52.0,C249
L0/L1,Injective,31,Hope | Web3.0 (✧ᴗ✧) 🦅🟠Ⓜ️Ⓜ️T,@Hope_web3_,hope_web3_,0.51,155,41926,41.0,59.0,61.0,39.0,49.0,51.0,C276
L0/L1,Injective,11,Hoss,@HOSS_ibc,hoss_ibc,0.92,750,60885,18.0,82.0,66.0,34.0,63.0,37.0,C277
L0/L1,Injective,86,Sennin,@huseyin1tekin,huseyin1tekin,0.11,533,44860,54.0,46.0,95.0,5.0,43.0,57.0,C281
L0/L1,Injective,14,jayplaycoⓂ️Ⓜ️T,@jayplayco,jayplayco,0.82,272,9215,28.0,72.0,37.0,63.0,46.0,54.0,C298
L0/L1,Injective,57,Kong Trading 🦍,@KongBTC,kongbtc,0.24,598,122327,47.0,53.0,79.0,21.0,68.0,32.0,C325
L0/L1,Injective,6,Lennaert Snyder,@LennaertSnyder,lennaertsnyder,1.1,318,35924,9.0,91.0,58.0,42.0,74.0,26.0,C335
L0/L1,Injective,15,LUCIAN｜Ⓜ️Ⓜ️T,@lucianlampdefi,lucianlampdefi,0.8,325,97793,42.0,58.0,72.0,28.0,48.0,52.0,C349
L0/L1,Injective,45,Marcus 🧪,@marcuslayerx,marcuslayerx,0.32,220,7612,54.0,46.0,67.0,33.0,75.0,25.0,C356
L0/L1,Injective,16,Marvellous | DeFi🕊️🌿,@marvellousdefi_,marvellousdefi_,0.78,179,11119,44.0,56.0,19.0,81.0,66.0,34.0,C359
L0/L1,Injective,70,"아이반(❖,❖)Ⓜ️Ⓜ️T",@museowunsaram,museowunsaram,0.18,161,7748,52.0,48.0,48.0,52.0,45.0,55.0,C386
L0/L1,Injective,50,安兹大人 Ⓜ️Ⓜ️T,@Nazarick_eth,nazarick_eth,0.29,136,43884,61.0,39.0,36.0,64.0,62.0,38.0,C391
L0/L1,Injective,35,Mr.Coffee,@nocoffeenobrain,nocoffeenobrain,0.42,160,9165,17.0,83.0,78.0,22.0,58.0,42.0,C401
L0/L1,Injective,46,Travis Ⓜ️Ⓜ️T,@ProofOfTravis,proofoftravis,0.31,554,32963,32.0,68.0,67.0,33.0,55.0,45.0,C420
L0/L1,Injective,95,Rejamong.eth Ⓜ️Ⓜ️T,@r2Jamong,r2jamong,0.08,308,12907,72.0,28.0,47.0,53.0,42.0,58.0,C425
L0/L1,Injective,66,Clever💫✨️🌐Ⓜ️Ⓜ️T,@rapperr111,rapperr111,0.19,205,15320,27.0,73.0,67.0,33.0,51.0,49.0,C432
L0/L1,Injective,13,Renksi,@renksieth,renksieth,0.82,124,54837,16.0,84.0,57.0,43.0,71.0,29.0,C442
L0/L1,Injective,9,The Wolf Of All Streets,@scottmelker,scottmelker,1.01,2880,1070464,64.0,36.0,38.0,62.0,70.0,30.0,C466
L0/L1,Injective,73,Shann³,@shannholmberg,shannholmberg,0.17,410,18776,58.0,42.0,64.0,36.0,55.0,45.0,C472
L0/L1,Injective,42,slappjakke,@Slappjakke,slappjakke,0.34,1112,61878,49.0,51.0,74.0,26.0,45.0,55.0,C487
L0/L1,Injective,72,syk233 Ⓜ️Ⓜ️T,@syk233,syk233,0.17,271,23039,72.0,28.0,71.0,29.0,57.0,43.0,C503
L0/L1,Injective,88,Ted,@TedPillows,tedpillows,0.1,962,218554,47.0,53.0,93.0,7.0,66.0,34.0,C509
L0/L1,Injective,99,VirtualBacon,@VirtualBacon0x,virtualbacon0x,0.06,1300,229177,68.0,32.0,42.0,58.0,73.0,27.0,C535
L0/L1,Injective,93,日拱一卒王小楼💢Ⓜ️Ⓜ️T,@wang_xiaolou,wang_xiaolou,0.08,330,26747,61.0,39.0,65.0,35.0,60.0,40.0,C540
L0/L1,Injective,78,2spring3(✧ᴗ✧) . Ⓜ️Ⓜ️T👾,@wlgns5388,wlgns5388,0.14,79,3464,72.0,28.0,71.0,29.0,61.0,39.0,C551
L0/L1,Irys,95,ALTF4,@0xALTF4,0xaltf4,0.08,537,74441,39.0,61.0,21.0,79.0,76.0,24.0,C8
L0/L1,Irys,6,BigM,@0xbigm7,0xbigm7,0.31,129,8275,17.0,83.0,46.0,54.0,71.0,29.0,C13
L0/L1,Irys,87,brey 🧙‍♂️,@0xBreyn,0xbreyn,0.09,305,49327,23.0,77.0,52.0,48.0,70.0,30.0,C15
L0/L1,Irys,42,CrocyⓂ️Ⓜ️T,@0xCrocy,0xcrocy,0.13,244,25659,7.0,93.0,50.0,50.0,58.0,42.0,C20
L0/L1,Irys,43,0xdahua｜大华 🎮Ⓜ️Ⓜ️T,@0xdahua,0xdahua,0.13,203,33905,51.0,49.0,29.0,71.0,78.0,22.0,C21
L0/L1,Irys,59,𝗙𝗮𝘀𝘁𝗟𝗶𝗳𝗲,@0xFastLife,0xfastlife,0.11,421,88738,59.0,41.0,75.0,25.0,58.0,42.0,C25
L0/L1,Irys,20,币世王,@0xKingsKuan,0xkingskuan,0.18,285,60971,27.0,73.0,35.0,65.0,80.0,20.0,C32
L0/L1,Irys,5,Hokage,@73lV_,73lv_,0.32,476,71231,20.0,80.0,50.0,50.0,73.0,27.0,C53
L0/L1,Irys,38,t0xic Ⓜ️Ⓜ️T,@amit0xic,amit0xic,0.14,254,11933,35.0,65.0,67.0,33.0,68.0,32.0,C71
L0/L1,Irys,50,Baeko 백호Ⓜ️Ⓜ️T,@baeko_02,baeko_02,0.12,173,6765,26.0,74.0,49.0,51.0,74.0,26.0,C90
L0/L1,Irys,74,드라 | DRA Ⓜ️Ⓜ️T,@baggyudong78463,baggyudong78463,0.1,112,2257,20.0,80.0,49.0,51.0,69.0,31.0,C91
L0/L1,Irys,56,百里Ⓜ️Ⓜ️T,@Baili1018,baili1018,0.11,159,89346,49.0,51.0,39.0,61.0,76.0,24.0,C92
L0/L1,Irys,45,쥔장 Ⓜ️Ⓜ️T,@beingRich2000,beingrich2000,0.13,198,12517,34.0,66.0,66.0,34.0,51.0,49.0,C101
L0/L1,Irys,94,Bongbong.ip |Ⓜ️Ⓜ️T,@bongbongcrypto,bongbongcrypto,0.08,136,7249,16.0,84.0,65.0,35.0,64.0,36.0,C115
L0/L1,Irys,84,Ohmann张奥曼Ⓜ️Ⓜ️T,@btcohmann,btcohmann,0.09,147,68737,45.0,55.0,58.0,42.0,69.0,31.0,C121
L0/L1,Irys,25,开挂的金兔子☯️🍌 🍊 (✧ᴗ✧) Ⓜ️Ⓜ️T,@btcpiggy,btcpiggy,0.16,138,27418,45.0,55.0,54.0,46.0,63.0,37.0,C122
L0/L1,Irys,93,Cryptotiger Ⓜ️Ⓜ️T,@Bum_cryptotiger,bum_cryptotiger,0.08,175,7033,29.0,71.0,63.0,37.0,54.0,46.0,C124
L0/L1,Irys,23,BuTongRen Ⓜ️Ⓜ️T,@BuTongRen6,butongren6,0.17,127,9815,51.0,49.0,49.0,51.0,67.0,33.0,C125
L0/L1,Irys,96,Aidang Ⓜ️Ⓜ️T,@ccy1871,ccy1871,0.08,142,101823,30.0,70.0,52.0,48.0,67.0,33.0,C130
L0/L1,Irys,52,Coblin(코블린) Ⓜ️Ⓜ️T,@co_cobling,co_cobling,0.12,163,5804,20.0,80.0,71.0,29.0,50.0,50.0,C143
L0/L1,Irys,53,코루🍊 Ⓜ️Ⓜ️T,@colu_farmer,colu_farmer,0.12,298,34939,29.0,71.0,44.0,56.0,49.0,51.0,C146
L0/L1,Irys,77,先知 $M | 🐜,@Crypto_He,crypto_he,0.1,302,89967,22.0,78.0,54.0,46.0,67.0,33.0,C153
L0/L1,Irys,90,Usopp,@CryptoUsopp,cryptousopp,0.09,323,42520,39.0,61.0,67.0,33.0,64.0,36.0,C170
L0/L1,Irys,47,DaengDaeng (댕댕) Ⓜ️Ⓜ️T | $M 🐜,@DaengDaeng_eth,daengdaeng_eth,0.13,150,3921,20.0,80.0,81.0,19.0,51.0,49.0,C176
L0/L1,Irys,10,💜 Wecryptotogether Ⓜ️Ⓜ️T ✳️,@Edward__Park,edward__park,0.26,747,39046,38.0,62.0,61.0,39.0,64.0,36.0,C207
L0/L1,Irys,86,"goldcow.ip (❖,❖) Ⓜ️Ⓜ️T",@EJseong95,ejseong95,0.09,135,4887,15.0,85.0,69.0,31.0,63.0,37.0,C210
L0/L1,Irys,55,Eva 树姐👧🏻 Ⓜ️Ⓜ️T,@EvaCmore,evacmore,0.11,264,59149,49.0,51.0,31.0,69.0,78.0,22.0,C219
L0/L1,Irys,9,레오.Master Ⓜ️Ⓜ️T,@ezeroho8245,ezeroho8245,0.26,124,11160,17.0,83.0,64.0,36.0,36.0,64.0,C221
L0/L1,Irys,15,Gomtu Ⓜ️Ⓜ️T,@gomtu_xyz,gomtu_xyz,0.2,256,14456,32.0,68.0,51.0,49.0,68.0,32.0,C244
L0/L1,Irys,17,greb,@grebbycrypto,grebbycrypto,0.19,238,41517,29.0,71.0,78.0,22.0,71.0,29.0,C249
L0/L1,Irys,67,Akiii 💜Monad | Ⓜ️Ⓜ️T,@Guomin184935,guomin184935,0.1,163,16355,39.0,61.0,30.0,70.0,71.0,29.0,C254
L0/L1,Irys,98,币圈荒木 Ⓜ️Ⓜ️T,@HM010169,hm010169,0.08,328,129507,46.0,54.0,42.0,58.0,77.0,23.0,C271
L0/L1,Irys,33,HYEOK(✧ᴗ✧)Ⓜ️Ⓜ️T,@hyeok8911,hyeok8911,0.15,66,2810,8.0,92.0,67.0,33.0,63.0,37.0,C283
L0/L1,Irys,14,jayplaycoⓂ️Ⓜ️T,@jayplayco,jayplayco,0.2,272,9215,17.0,83.0,43.0,57.0,51.0,49.0,C298
L0/L1,Irys,11,katexbt.hl,@katexbt,katexbt,0.23,1103,23585,43.0,57.0,84.0,16.0,45.0,55.0,C317
L0/L1,Irys,54,Kierian,@KierianV,kierianv,0.12,975,17108,49.0,51.0,50.0,50.0,72.0,28.0,C322
L0/L1,Irys,81,KriptoLisa,@KriptoLisa,kriptolisa,0.09,169,69597,28.0,72.0,45.0,55.0,74.0,26.0,C328
L0/L1,Irys,28,"Mr.理想三旬(🌸, 🌿)(3/3)(FREE, WON)( ✧ ᴗ ✧ )Ⓜ️Ⓜ️T",@Li888Real,li888real,0.16,149,43884,16.0,84.0,64.0,36.0,68.0,32.0,C339
L0/L1,Irys,39,Lily🌙Ⓜ️Ⓜ️T,@lilykuma_S2_,lilykuma_s2_,0.14,130,4955,44.0,56.0,73.0,27.0,40.0,60.0,C342
L0/L1,Irys,97,ℕOLIMIT🪼,@LIMITLESSDAMI,limitlessdami,0.08,42,23124,17.0,83.0,63.0,37.0,65.0,35.0,C343
L0/L1,Irys,79,babyⓂ️Ⓜ️T,@liuxiaoling933,liuxiaoling933,0.1,244,109400,23.0,77.0,38.0,62.0,72.0,28.0,C345
L0/L1,Irys,29,medo Ⓜ️Ⓜ️T,@medo_NFP,medo_nfp,0.15,259,13241,29.0,71.0,53.0,47.0,52.0,48.0,C361
L0/L1,Irys,13,Meta,@metaio102,metaio102,0.21,283,66464,33.0,67.0,23.0,77.0,72.0,28.0,C365
L0/L1,Irys,88,Gol D. REX Ⓜ️Ⓜ️T :MOM:,@MJk9656,mjk9656,0.09,88,4620,8.0,92.0,60.0,40.0,47.0,53.0,C372
L0/L1,Irys,22,"아이반(❖,❖)Ⓜ️Ⓜ️T",@museowunsaram,museowunsaram,0.17,161,7748,35.0,65.0,63.0,37.0,51.0,49.0,C386
L0/L1,Irys,27,mufettis 🐋,@nftmufettisi,nftmufettisi,0.16,385,111312,22.0,78.0,61.0,39.0,72.0,28.0,C394
L0/L1,Irys,44,Snowball（抓住金狗版）🔶 BNBⓂ️Ⓜ️T,@one_snowball,one_snowball,0.13,324,71025,46.0,54.0,53.0,47.0,77.0,23.0,C406
L0/L1,Irys,12,Dr.OVG,@OVGNFT,ovgnft,0.21,265,49366,23.0,77.0,46.0,54.0,74.0,26.0,C409
L0/L1,Irys,57,pgⓂ️Ⓜ️T,@pgreyy,pgreyy,0.11,204,8065,39.0,61.0,74.0,26.0,66.0,34.0,C414
L0/L1,Irys,2,Pukerainbow 🤮🌈,@pukerrainbrow,pukerrainbrow,0.34,1046,78391,12.0,88.0,67.0,33.0,77.0,23.0,C421
L0/L1,Irys,48,Rains ☔️,@r_rainss,r_rainss,0.13,835,30860,35.0,65.0,91.0,9.0,61.0,39.0,C426
L0/L1,Irys,78,람쥐썬더 Ramz MOM Ⓜ️Ⓜ️T,@ramztd,ramztd,0.1,103,2837,14.0,86.0,78.0,22.0,53.0,47.0,C430
L0/L1,Irys,63,Raoni (✧ᴗ✧) Ⓜ️Ⓜ️T,@RaoniKor,raonikor,0.11,156,9579,14.0,86.0,75.0,25.0,47.0,53.0,C431
L0/L1,Irys,71,Jack.poor 🇦🇲,@RealJackPoor,realjackpoor,0.1,481,63012,44.0,56.0,65.0,35.0,73.0,27.0,C435
L0/L1,Irys,75,riotboy⚡️ Ⓜ️Ⓜ️T,@riotboy2024,riotboy2024,0.1,115,6646,37.0,63.0,73.0,27.0,46.0,54.0,C445
L0/L1,Irys,8,Chill Pill 🔮 (Bald),@ripchillpill,ripchillpill,0.27,1148,97002,16.0,84.0,76.0,24.0,76.0,24.0,C446
L0/L1,Irys,85,RuledOut Ⓜ️Ⓜ️T,@ruledout_,ruledout_,0.09,115,17850,17.0,83.0,80.0,20.0,85.0,15.0,C454
L0/L1,Irys,83,DalZiGi Ⓜ️Ⓜ️T,@shl3376,shl3376,0.09,82,3461,12.0,88.0,63.0,37.0,65.0,35.0,C477
L0/L1,Irys,70,SKYLINE🥷,@SkylineETH,skylineeth,0.1,937,140427,34.0,66.0,71.0,29.0,61.0,39.0,C486
L0/L1,Irys,32,Splin Teron,@splinter0n,splinter0n,0.15,875,69277,59.0,41.0,75.0,25.0,65.0,35.0,C490
L0/L1,Irys,26,Supers🔶 BNB | Ⓜ️Ⓜ️T,@Supers6061,supers6061,0.16,227,105915,49.0,51.0,25.0,75.0,74.0,26.0,C502
L0/L1,Irys,1,Ola Ξlixir,@thegreatola,thegreatola,0.59,569,101544,15.0,85.0,83.0,17.0,65.0,35.0,C520
L0/L1,Irys,16,Tim Haldorsson,@TimHaldorsson,timhaldorsson,0.19,722,30601,23.0,77.0,44.0,56.0,66.0,34.0,C525
L0/L1,Irys,89,UCHAL 우찰 Ⓜ️Ⓜ️T,@tm_uchal,tm_uchal,0.09,140,5270,25.0,75.0,40.0,60.0,69.0,31.0,C526
L0/L1,Irys,82,Vav Crypto 🌊,@VaveylaCrypto,vaveylacrypto,0.09,139,16499,30.0,70.0,35.0,65.0,69.0,31.0,C533
L0/L1,Irys,41,Vvicky绵绵 Ⓜ️Ⓜ️T,@vvickym2,vvickym2,0.13,338,82453,36.0,64.0,42.0,58.0,78.0,22.0,C536
L0/L1,Irys,99,王短鸟 (长鸟版)Ⓜ️Ⓜ️T OKB $M | 🐜 $BARD 🦅🟠,@wanghebbf,wanghebbf,0.08,346,86185,49.0,51.0,42.0,58.0,54.0,46.0,C541
L0/L1,Irys,4,Niels,@Web3Niels,web3niels,0.32,382,54874,35.0,65.0,21.0,79.0,82.0,18.0,C544
L0/L1,Irys,66,2spring3(✧ᴗ✧) . Ⓜ️Ⓜ️T👾,@wlgns5388,wlgns5388,0.11,79,3464,9.0,91.0,58.0,42.0,69.0,31.0,C551
L0/L1,Irys,68,Wonnie🔺,@Wonnie_mbm_,wonnie_mbm_,0.1,520,30515,46.0,54.0,69.0,31.0,65.0,35.0,C553
L0/L1,Irys,35,币圈女菩萨 | Pizza披萨🍕 Ⓜ️Ⓜ️T,@xincctnnq,xincctnnq,0.14,263,98193,39.0,61.0,31.0,69.0,68.0,32.0,C563
L0/L1,Irys,7,星星菌🦖| Ⓜ️Ⓜ️T,@xingxingjun8888,xingxingjun8888,0.27,297,42714,37.0,63.0,79.0,21.0,62.0,38.0,C564
L0/L1,Irys,73,雪糕战神🍦Ⓜ️Ⓜ️T,@Xuegaogx,xuegaogx,0.1,140,32497,45.0,55.0,47.0,53.0,68.0,32.0,C565
L0/L1,Irys,76,Yueya.eth,@yueya_eth,yueya_eth,0.1,697,36043,51.0,49.0,43.0,57.0,62.0,38.0,C574
L0/L1,Irys,18,zaimiri ✏️,@zaimiriQ,zaimiriq,0.19,1110,54129,36.0,64.0,53.0,47.0,65.0,35.0,C577
L0/L1,Irys,37,李狗蛋3.0 🔶 BNBⓂ️Ⓜ️T,@zkgoudan,zkgoudan,0.14,247,39933,45.0,55.0,49.0,51.0,71.0,29.0,C585
L0/L1,Irys,60,佐哥 ZOHAN 🦅 | Ⓜ️Ⓜ️T,@zohanlin,zohanlin,0.11,578,10184,49.0,51.0,44.0,56.0,65.0,35.0,C587
L0/L1,Mavryk,6,Ben’s Crypto,@0xBenscrypto,0xbenscrypto,0.91,26,17219,0.0,100.0,79.0,21.0,90.0,10.0,C11
L0/L1,Mavryk,43,BigM,@0xbigm7,0xbigm7,0.35,129,8275,33.0,67.0,66.0,34.0,70.0,30.0,C13
L0/L1,Mavryk,19,vanxyrus 🌊,@0xVanxyrus,0xvanxyrus,0.63,119,4168,15.0,85.0,61.0,39.0,68.0,32.0,C41
L0/L1,Mavryk,20,TraviSKrypto🥷🐝,@__traviSKrypto,__traviskrypto,0.6,28,2359,15.0,85.0,62.0,38.0,75.0,25.0,C54
L0/L1,Mavryk,94,AlphaWolf,@AlphaWolfPRMR,alphawolfprmr,0.18,122,6213,13.0,87.0,72.0,28.0,66.0,34.0,C66
