Category,project_name,Rank,Name,Handle,Creator_ID,Mindshare_%,Smart_Followers,Followers,Casual_%,Hardcore_%,Shitposter_%,Curator_%,CopyPasta_%,Creative_%,creator_code
L0/L1,Sei,10,Gohan 🧬,@0x99Gohan,0x99gohan,1.31,229,37997,2.0,98.0,31.0,69.0,68.0,32.0,C3
L0/L1,Sei,82,Abhi | AP Collective,@0xAbhiP,0xabhip,0.16,1190,60669,0.0,0.0,0.0,0.0,0.0,0.0,C5
L0/L1,Sei,19,andrew.moh,@0xAndrewMoh,0xandrewmoh,0.81,652,54114,8.0,92.0,39.0,61.0,64.0,36.0,C10
L0/L1,Sei,72,币世王,@0xKingsKuan,0xkingskuan,0.21,285,60966,56.0,44.0,34.0,66.0,64.0,36.0,C32
L0/L1,Sei,52,2Lambroz 🐑 (🧑‍🍳🥩🤌),@2lambro,2lambro,0.31,1209,32067,58.0,42.0,30.0,70.0,63.0,37.0,C51
L0/L1,Sei,70,Mati ($/acc),@_matisei,_matisei,0.22,94,7095,3.0,97.0,48.0,52.0,67.0,33.0,C57
L0/L1,Sei,58,A1 Research,@a1research__,a1research__,0.27,528,9467,64.0,36.0,32.0,68.0,68.0,32.0,C58
L0/L1,Sei,41,ADMEN | CryptoTimes,@admen_vc_2,admen_vc_2,0.48,260,56970,33.0,67.0,34.0,66.0,60.0,40.0,C60
L0/L1,Sei,89,Ed | AirdropGlideApp,@AirdropGlideapp,airdropglideapp,0.13,230,34068,45.0,55.0,40.0,60.0,60.0,40.0,C63
L0/L1,Sei,85,Sjuul | AltCryptoGems,@AltCryptoGems,altcryptogems,0.15,680,478455,43.0,57.0,48.0,52.0,66.0,34.0,C69
L0/L1,Sei,61,anymose 💢 🐦‍⬛,@anymose96,anymose96,0.26,543,26340,72.0,28.0,36.0,64.0,62.0,38.0,C75
L0/L1,Sei,76,Armani Ferrante,@armaniferrante,armaniferrante,0.2,3169,150143,68.0,32.0,58.0,42.0,45.0,55.0,C78
L0/L1,Sei,93,Ⓜ️Ⓜ️TVBee,@blockTVBee,blocktvbee,0.12,253,26005,68.0,32.0,34.0,66.0,54.0,46.0,C113
L0/L1,Sei,48,Rand,@crypto_rand,crypto_rand,0.41,1496,333204,39.0,61.0,43.0,57.0,67.0,33.0,C155
L0/L1,Sei,86,Michaël van de Poppe,@CryptoMichNL,cryptomichnl,0.14,1308,812179,38.0,62.0,55.0,45.0,67.0,33.0,C164
L0/L1,Sei,94,CувєяWαяяισя,@Cyber_Warriorr,cyber_warriorr,0.12,149,12791,64.0,36.0,51.0,49.0,62.0,38.0,C175
L0/L1,Sei,26,DeFi Mago,@defi_mago,defi_mago,0.65,177,13796,14.0,86.0,32.0,68.0,75.0,25.0,C186
L0/L1,Sei,79,DeFi Warhol,@Defi_Warhol,defi_warhol,0.18,545,31591,52.0,48.0,45.0,55.0,66.0,34.0,C187
L0/L1,Sei,75,DeFi Decoder,@DeFiDecoder_,defidecoder_,0.2,91,19608,22.0,78.0,49.0,51.0,64.0,36.0,C188
L0/L1,Sei,91,DeFi Oracle 🔮,@DeFiOracle_,defioracle_,0.12,148,24016,17.0,83.0,48.0,52.0,64.0,36.0,C191
L0/L1,Sei,49,Ronin Ⓜ️Ⓜ️T,@DeRonin_,deronin_,0.38,576,86515,49.0,51.0,42.0,58.0,59.0,41.0,C194
L0/L1,Sei,4,enes.hl ∑:,@enesonchain,enesonchain,1.66,522,43191,8.0,92.0,46.0,54.0,58.0,42.0,C214
L0/L1,Sei,8,Fabius DeFi,@FabiusDefi,fabiusdefi,1.5,153,20056,13.0,87.0,30.0,70.0,69.0,31.0,C223
L0/L1,Sei,80,Froggy 🐸,@GemBooster,gembooster,0.18,615,55727,50.0,50.0,40.0,60.0,68.0,32.0,C235
L0/L1,Sei,96,Goldchau.eth,@Goldchau_eth,goldchau_eth,0.11,227,25454,68.0,32.0,42.0,58.0,75.0,25.0,C243
L0/L1,Sei,35,greb,@grebbycrypto,grebbycrypto,0.54,238,41519,23.0,77.0,40.0,60.0,55.0,45.0,C249
L0/L1,Sei,20,Akiii 💜Monad | Ⓜ️Ⓜ️T,@Guomin184935,guomin184935,0.75,163,16355,26.0,74.0,29.0,71.0,67.0,33.0,C254
L0/L1,Sei,34,Hoogie ♨️,@H0ogie,h0ogie,0.56,194,16099,15.0,85.0,38.0,62.0,74.0,26.0,C257
L0/L1,Sei,28,Haris Ebrat,@HarisEbrat,harisebrat,0.61,64,14926,22.0,78.0,30.0,70.0,68.0,32.0,C262
L0/L1,Sei,68,ilodi wow,@ilodiwow,ilodiwow,0.23,905,93081,25.0,75.0,39.0,61.0,68.0,32.0,C290
L0/L1,Sei,11,Kaff 📊,@Kaffchad,kaffchad,1.25,197,20595,12.0,88.0,36.0,64.0,61.0,39.0,C315
L0/L1,Sei,33,Lennaert Snyder,@LennaertSnyder,lennaertsnyder,0.57,318,35924,29.0,71.0,50.0,50.0,73.0,27.0,C335
L0/L1,Sei,42,LUCIAN｜Ⓜ️Ⓜ️T,@lucianlampdefi,lucianlampdefi,0.48,325,97793,37.0,63.0,34.0,66.0,57.0,43.0,C349
L0/L1,Sei,66,manya,@manyaaww,manyaaww,0.24,225,13178,20.0,80.0,36.0,64.0,65.0,35.0,C354
L0/L1,Sei,21,Marvellous | DeFi🕊️🌿,@marvellousdefi_,marvellousdefi_,0.75,179,11119,5.0,95.0,31.0,69.0,63.0,37.0,C359
L0/L1,Sei,74,Meta 猿 🦍,@Metabape,metabape,0.2,627,22957,64.0,36.0,45.0,55.0,46.0,54.0,C364
L0/L1,Sei,59,Moonlight🌙月光,@Moon1ightSt,moon1ightst,0.27,850,117440,45.0,55.0,28.0,72.0,65.0,35.0,C379
L0/L1,Sei,5,MoonKing,@MoonKing___,moonking___,1.65,310,49547,16.0,84.0,29.0,71.0,73.0,27.0,C380
L0/L1,Sei,100,"아이반(❖,❖)Ⓜ️Ⓜ️T",@museowunsaram,museowunsaram,0.1,161,7749,72.0,28.0,36.0,64.0,37.0,63.0,C386
L0/L1,Sei,16,Naruto11.eth,@naruto11eth,naruto11eth,0.87,1339,20539,54.0,46.0,33.0,67.0,57.0,43.0,C389
L0/L1,Sei,38,mufettis 🐋,@nftmufettisi,nftmufettisi,0.5,385,111308,37.0,63.0,32.0,68.0,64.0,36.0,C394
L0/L1,Sei,9,Nick Research,@Nick_Researcher,nick_researcher,1.34,137,10669,14.0,86.0,30.0,70.0,68.0,32.0,C396
L0/L1,Sei,7,𝕋𝕖𝕞𝕞𝕪🦇🔊,@Only1temmy,only1temmy,1.51,713,41029,19.0,81.0,37.0,63.0,67.0,33.0,C407
L0/L1,Sei,44,Pukerainbow 🤮🌈,@pukerrainbrow,pukerrainbrow,0.46,1046,78391,29.0,71.0,46.0,54.0,67.0,33.0,C421
L0/L1,Sei,63,riddler,@RiddlerDeFi,riddlerdefi,0.25,816,55817,45.0,55.0,30.0,70.0,68.0,32.0,C443
L0/L1,Sei,97,DD Ⓜ️Ⓜ️T,@rtk17025,rtk17025,0.11,68,4475,49.0,51.0,47.0,53.0,52.0,48.0,C449
L0/L1,Sei,98,ℝ𝕦𝕓𝕚𝕜𝕤,@RubiksWeb3hub,rubiksweb3hub,0.1,212,7644,33.0,67.0,51.0,49.0,57.0,43.0,C451
L0/L1,Sei,56,The Wolf Of All Streets,@scottmelker,scottmelker,0.28,2880,1070467,56.0,44.0,46.0,54.0,64.0,36.0,C466
L0/L1,Sei,22,Seymirel,@Seymirel,seymirel,0.75,313,53794,13.0,87.0,38.0,62.0,73.0,27.0,C471
L0/L1,Sei,29,Sona (unemployment arc),@SheTalksCrypto,shetalkscrypto,0.6,215,13811,8.0,92.0,43.0,57.0,64.0,36.0,C474
L0/L1,Sei,43,SKYLINE🥷,@SkylineETH,skylineeth,0.46,937,140429,47.0,53.0,45.0,55.0,65.0,35.0,C486
L0/L1,Sei,3,Tanaka,@Tanaka_L2,tanaka_l2,1.69,459,43965,14.0,86.0,26.0,74.0,70.0,30.0,C506
L0/L1,Sei,39,Tiko,@tikooww,tikooww,0.5,188,42038,49.0,51.0,47.0,53.0,69.0,31.0,C523
L0/L1,Sei,36,Vvicky绵绵 Ⓜ️Ⓜ️T,@vvickym2,vvickym2,0.52,338,82455,36.0,64.0,25.0,75.0,72.0,28.0,C536
L0/L1,Sei,83,日拱一卒王小楼💢Ⓜ️Ⓜ️T,@wang_xiaolou,wang_xiaolou,0.16,330,26747,58.0,42.0,35.0,65.0,75.0,25.0,C540
L0/L1,Sei,71,YashasEdu,@YashasEdu,yashasedu,0.22,300,8090,31.0,69.0,28.0,72.0,66.0,34.0,C569
L0/L1,Sei,12,Yueya.eth,@yueya_eth,yueya_eth,1.19,697,36043,33.0,67.0,33.0,67.0,62.0,38.0,C574
L0/L1,Sei,90,Yuyue,@yuyue_chris,yuyue_chris,0.13,918,101736,0.0,0.0,0.0,0.0,0.0,0.0,C575
L0/L1,Sei,99,zerokn0wledge.hl 🪬✨,@zerokn0wledge_,zerokn0wledge_,0.1,971,27079,32.0,68.0,33.0,67.0,63.0,37.0,C580
L0/L1,Sei,87,孤鹤.hl,@ZKSgu,zksgu,0.14,544,40731,61.0,39.0,17.0,83.0,60.0,40.0,C586
L0/L1,Sei,51,佐哥 ZOHAN 🦅 | Ⓜ️Ⓜ️T,@zohanlin,zohanlin,0.33,578,10184,56.0,44.0,50.0,50.0,58.0,42.0,C587
L0/L1,Somnia,100,andrew.moh,@0xAndrewMoh,0xandrewmoh,0.03,652,54114,57.0,43.0,63.0,37.0,61.0,39.0,C10
L0/L1,Somnia,52,brey 🧙‍♂️,@0xBreyn,0xbreyn,0.16,305,49327,20.0,80.0,62.0,38.0,70.0,30.0,C15
L0/L1,Somnia,74,CrocyⓂ️Ⓜ️T,@0xCrocy,0xcrocy,0.08,244,25659,65.0,35.0,45.0,55.0,70.0,30.0,C20
L0/L1,Somnia,80,mozzy 🍌,@0xmozzy,0xmozzy,0.06,1022,5894,73.0,27.0,58.0,42.0,51.0,49.0,C35
L0/L1,Somnia,33,Hokage,@73lV_,73lv_,0.3,476,71231,60.0,40.0,93.0,7.0,74.0,26.0,C53
L0/L1,Somnia,81,airdropkoreaⓂ️Ⓜ️T,@AirdropKor_eth,airdropkor_eth,0.06,254,48211,73.0,27.0,58.0,42.0,70.0,30.0,C64
L0/L1,Somnia,28,Bored Shamrocks,@ArtificialSham1,artificialsham1,0.35,338,3209,4.0,96.0,65.0,35.0,62.0,38.0,C79
L0/L1,Somnia,83,코생 (파머) Ⓜ️Ⓜ️T,@auz2or,auz2or,0.06,122,4506,0.0,0.0,0.0,0.0,0.0,0.0,C84
L0/L1,Somnia,93,Baeko 백호Ⓜ️Ⓜ️T,@baeko_02,baeko_02,0.04,173,6765,79.0,21.0,58.0,42.0,52.0,48.0,C90
L0/L1,Somnia,47,Ⓜ️Ⓜ️TVBee,@blockTVBee,blocktvbee,0.2,253,26005,42.0,58.0,57.0,43.0,66.0,34.0,C113
L0/L1,Somnia,96,BQ비큐🐣 NY✈️,@BQYouTube,bqyoutube,0.03,310,21163,79.0,21.0,26.0,74.0,64.0,36.0,C118
L0/L1,Somnia,55,Dr Rafa,@brave_raf,brave_raf,0.15,189,10370,31.0,69.0,66.0,34.0,59.0,41.0,C119
L0/L1,Somnia,22,🍒Cherrycoco,@cherrycoco_6468,cherrycoco_6468,0.4,334,24322,60.0,40.0,53.0,47.0,60.0,40.0,C137
L0/L1,Somnia,78,Coblin(코블린) Ⓜ️Ⓜ️T,@co_cobling,co_cobling,0.06,163,5804,69.0,31.0,50.0,50.0,39.0,61.0,C143
L0/L1,Somnia,31,Crazino.eth,@crazino87,crazino87,0.3,123,4187,4.0,96.0,67.0,33.0,69.0,31.0,C149
L0/L1,Somnia,62,hoeem,@crypthoem,crypthoem,0.12,1499,140469,69.0,31.0,58.0,42.0,58.0,42.0,C152
L0/L1,Somnia,89,先知 $M | 🐜,@Crypto_He,crypto_he,0.05,302,89969,60.0,40.0,44.0,56.0,57.0,43.0,C153
L0/L1,Somnia,21,Usopp,@CryptoUsopp,cryptousopp,0.42,323,42532,32.0,68.0,63.0,37.0,67.0,33.0,C170
L0/L1,Somnia,7,Dashke,@Dashke_witch,dashke_witch,0.67,249,9272,5.0,95.0,79.0,21.0,64.0,36.0,C178
L0/L1,Somnia,48,Elisa,@eeelistar,eeelistar,0.2,1393,56110,39.0,61.0,54.0,46.0,67.0,33.0,C208
L0/L1,Somnia,88,"goldcow.ip (❖,❖) Ⓜ️Ⓜ️T",@EJseong95,ejseong95,0.05,135,4888,79.0,21.0,42.0,58.0,48.0,52.0,C210
L0/L1,Somnia,5,EricF,@EricCLFung,ericclfung,0.92,1000,19628,6.0,94.0,67.0,33.0,58.0,42.0,C216
L0/L1,Somnia,86,Eva 树姐👧🏻 Ⓜ️Ⓜ️T,@EvaCmore,evacmore,0.06,264,59153,0.0,0.0,0.0,0.0,0.0,0.0,C219
L0/L1,Somnia,60,flarrs(✧ᴗ✧) Ⓜ️Ⓜ️T,@flarrs315,flarrs315,0.12,304,15766,0.0,0.0,0.0,0.0,0.0,0.0,C230
L0/L1,Somnia,61,Gomtu Ⓜ️Ⓜ️T,@gomtu_xyz,gomtu_xyz,0.12,256,14455,55.0,45.0,63.0,37.0,54.0,46.0,C244
L0/L1,Somnia,59,GE,@GuarEmperor,guaremperor,0.12,255,67624,47.0,53.0,72.0,28.0,70.0,30.0,C250
L0/L1,Somnia,76,Hope | Web3.0 (✧ᴗ✧) 🦅🟠Ⓜ️Ⓜ️T,@Hope_web3_,hope_web3_,0.07,155,41926,44.0,56.0,70.0,30.0,61.0,39.0,C276
L0/L1,Somnia,54,HumzyTrades,@HumzyTrades,humzytrades,0.15,56,3826,2.0,98.0,68.0,32.0,57.0,43.0,C278
L0/L1,Somnia,94,Sennin,@huseyin1tekin,huseyin1tekin,0.04,533,44860,0.0,0.0,0.0,0.0,0.0,0.0,C281
L0/L1,Somnia,51,ilodi wow,@ilodiwow,ilodiwow,0.16,905,93082,13.0,87.0,69.0,31.0,63.0,37.0,C290
L0/L1,Somnia,13,itskkoma,@itskkoma,itskkoma,0.53,308,9424,6.0,94.0,63.0,37.0,54.0,46.0,C293
L0/L1,Somnia,36,Jampzey.hl,@Jampzey,jampzey,0.26,2023,114418,49.0,51.0,73.0,27.0,85.0,15.0,C296
L0/L1,Somnia,20,Javi🥥.eth,@jgonzalezferrer,jgonzalezferrer,0.42,558,58760,43.0,57.0,90.0,10.0,59.0,41.0,C303
L0/L1,Somnia,67,JPEG Yakuza,@JPEG_Yakuza_,jpeg_yakuza_,0.1,473,13372,55.0,45.0,67.0,33.0,67.0,33.0,C312
L0/L1,Somnia,45,jundeuⓂ️Ⓜ️T,@jundeu00,jundeu00,0.22,110,7184,47.0,53.0,46.0,54.0,38.0,62.0,C313
L0/L1,Somnia,10,Kierian,@KierianV,kierianv,0.59,975,17111,25.0,75.0,62.0,38.0,63.0,37.0,C322
L0/L1,Somnia,90,KOOL CRYPTO NOYA,@koolcryptovc,koolcryptovc,0.05,240,29280,60.0,40.0,93.0,7.0,50.0,50.0,C326
L0/L1,Somnia,82,KriptoLisa,@KriptoLisa,kriptolisa,0.06,169,69589,46.0,54.0,68.0,32.0,70.0,30.0,C328
L0/L1,Somnia,98,Dev Bora 개발자 이보라 🇰🇷,@LearnerBR,learnerbr,0.03,268,6080,87.0,13.0,100.0,0.0,73.0,27.0,C334
L0/L1,Somnia,92,loffy (0/hero) 🇵🇹 🎯,@loffydotsol,loffydotsol,0.04,111,3175,55.0,45.0,75.0,25.0,69.0,31.0,C347
L0/L1,Somnia,99,manya,@manyaaww,manyaaww,0.03,225,13178,47.0,53.0,84.0,16.0,78.0,22.0,C354
L0/L1,Somnia,95,Martin Ho Ⓜ️Ⓜ️T,@MartinHo99999,martinho99999,0.03,53,36717,62.0,38.0,78.0,22.0,64.0,36.0,C358
L0/L1,Somnia,70,medo Ⓜ️Ⓜ️T,@medo_NFP,medo_nfp,0.1,259,13241,60.0,40.0,58.0,42.0,54.0,46.0,C361
L0/L1,Somnia,73,MonicaTalan ⚔️,@monitalan,monitalan,0.08,212,11625,20.0,80.0,73.0,27.0,62.0,38.0,C375
L0/L1,Somnia,46,무두서일기 | Ⓜ️Ⓜ️T,@MOODOO_Diary,moodoo_diary,0.21,239,12424,52.0,48.0,83.0,17.0,61.0,39.0,C377
L0/L1,Somnia,4,Mookie,@MookieNFT,mookienft,1.01,1452,149451,4.0,96.0,72.0,28.0,75.0,25.0,C378
L0/L1,Somnia,71,munch,@munchPRMR,munchprmr,0.09,649,21163,60.0,40.0,64.0,36.0,53.0,47.0,C385
L0/L1,Somnia,29,mufettis 🐋,@nftmufettisi,nftmufettisi,0.34,385,111308,40.0,60.0,64.0,36.0,61.0,39.0,C394
L0/L1,Somnia,58,Pix🔎,@PixOnChain,pixonchain,0.12,2358,112899,69.0,31.0,42.0,58.0,64.0,36.0,C418
L0/L1,Somnia,49,Quan,@quan_eth,quan_eth,0.18,871,23997,8.0,92.0,81.0,19.0,73.0,27.0,C423
L0/L1,Somnia,53,R2D2,@R2D2zen,r2d2zen,0.15,249,12444,30.0,70.0,81.0,19.0,64.0,36.0,C424
L0/L1,Somnia,44,Rains ☔️,@r_rainss,r_rainss,0.22,835,30860,17.0,83.0,72.0,28.0,60.0,40.0,C426
L0/L1,Somnia,68,람쥐썬더 Ramz MOM Ⓜ️Ⓜ️T,@ramztd,ramztd,0.1,103,2837,53.0,47.0,74.0,26.0,34.0,66.0,C430
L0/L1,Somnia,57,Rektnomist,@rektonomist_,rektonomist_,0.13,481,31662,57.0,43.0,30.0,70.0,52.0,48.0,C441
L0/L1,Somnia,26,Sanjay,@SanjayWeb3,sanjayweb3,0.36,1012,58143,50.0,50.0,65.0,35.0,62.0,38.0,C461
L0/L1,Somnia,75,Saul,@SaulWgmi,saulwgmi,0.08,205,85503,36.0,64.0,51.0,49.0,69.0,31.0,C462
L0/L1,Somnia,79,더 쓰니 | THE SSUNI Ⓜ️Ⓜ️T,@seongmoolee,seongmoolee,0.06,152,7098,53.0,47.0,29.0,71.0,70.0,30.0,C470
L0/L1,Somnia,43,Sheikh Silicon,@SheikhSilicon,sheikhsilicon,0.23,138,74989,25.0,75.0,40.0,60.0,64.0,36.0,C473
L0/L1,Somnia,91,Masil 매실남 .eX | 🇰🇷 | Ⓜ️Ⓜ️T,@sikiri0,sikiri0,0.04,156,10690,0.0,0.0,0.0,0.0,0.0,0.0,C481
L0/L1,Somnia,77,Bullish,@TheBullishTradR,thebullishtradr,0.07,775,67883,53.0,47.0,91.0,9.0,66.0,34.0,C514
L0/L1,Somnia,9,Ola Ξlixir,@thegreatola,thegreatola,0.59,569,101530,26.0,74.0,73.0,27.0,68.0,32.0,C520
L0/L1,Somnia,15,Tim Haldorsson,@TimHaldorsson,timhaldorsson,0.51,722,30603,20.0,80.0,48.0,52.0,59.0,41.0,C525
L0/L1,Somnia,64,Truu🐻‍❄️,@Truunik,truunik,0.11,485,11265,21.0,79.0,70.0,30.0,59.0,41.0,C529
L0/L1,Somnia,23,wale.moca 🐳,@waleswoosh,waleswoosh,0.39,3803,177904,34.0,66.0,81.0,19.0,72.0,28.0,C538
L0/L1,Somnia,37,Wals,@walsxbt,walsxbt,0.26,769,28621,34.0,66.0,66.0,34.0,74.0,26.0,C539
L0/L1,Somnia,63,无颜,@WY_mask,wy_mask,0.11,314,81750,55.0,45.0,55.0,45.0,61.0,39.0,C555
L0/L1,Somnia,17,wyck 📴,@wyckoffweb,wyckoffweb,0.47,229,228898,4.0,96.0,62.0,38.0,65.0,35.0,C556
L0/L1,Somnia,84,Xeer,@Xeer,xeer,0.06,2211,59210,0.0,0.0,0.0,0.0,0.0,0.0,C559
L0/L1,Somnia,42,xero 🎮,@xerocooleth,xerocooleth,0.23,1747,70353,20.0,80.0,65.0,35.0,64.0,36.0,C560
L0/L1,Somnia,69,Yawara,@yawaradoteth,yawaradoteth,0.1,204,7025,24.0,76.0,82.0,18.0,75.0,25.0,C570
L0/L1,Somnia,16,yellowpanther 黄豹 💎,@yellowpantherx,yellowpantherx,0.48,1706,176176,16.0,84.0,74.0,26.0,72.0,28.0,C571
L0/L1,Sonic,76,Cheeezzyyyy,@0xCheeezzyyyy,0xcheeezzyyyy,0.25,430,8484,45.0,55.0,70.0,30.0,58.0,42.0,C19
L0/L1,Sonic,19,Nathan,@0xxNathan,0xxnathan,0.55,372,24786,30.0,70.0,42.0,58.0,62.0,38.0,C44
L0/L1,Sonic,30,𝐀𝐆,@Altcoin_Gold,altcoin_gold,0.48,116,22645,17.0,83.0,54.0,46.0,54.0,46.0,C67
L0/L1,Sonic,37,t0xic Ⓜ️Ⓜ️T,@amit0xic,amit0xic,0.44,254,11933,36.0,64.0,56.0,44.0,42.0,58.0,C71
L0/L1,Sonic,62,코생 (파머) Ⓜ️Ⓜ️T,@auz2or,auz2or,0.29,122,4506,38.0,62.0,72.0,28.0,49.0,51.0,C84
L0/L1,Sonic,69,쥔장 Ⓜ️Ⓜ️T,@beingRich2000,beingrich2000,0.28,198,12517,31.0,69.0,70.0,30.0,44.0,56.0,C101
L0/L1,Sonic,49,Blackbeard,@blackbeardXBT,blackbeardxbt,0.35,890,130738,42.0,58.0,42.0,58.0,61.0,39.0,C110
L0/L1,Sonic,43,코루🍊 Ⓜ️Ⓜ️T,@colu_farmer,colu_farmer,0.36,298,34939,27.0,73.0,51.0,49.0,48.0,52.0,C146
L0/L1,Sonic,9,hoeem,@crypthoem,crypthoem,0.84,1499,140469,37.0,63.0,57.0,43.0,54.0,46.0,C152
L0/L1,Sonic,55,Usopp,@CryptoUsopp,cryptousopp,0.31,323,42523,44.0,56.0,54.0,46.0,59.0,41.0,C170
L0/L1,Sonic,97,donggu_1Ⓜ️Ⓜ️T,@donggu_1,donggu_1,0.2,60,2452,17.0,83.0,63.0,37.0,56.0,44.0,C201
L0/L1,Sonic,42,Eli5DeFi,@eli5_defi,eli5_defi,0.39,970,41548,42.0,58.0,42.0,58.0,63.0,37.0,C213
L0/L1,Sonic,20,etrouble,@etrouble562,etrouble562,0.52,58,1613,9.0,91.0,55.0,45.0,53.0,47.0,C218
L0/L1,Sonic,73,레오.Master Ⓜ️Ⓜ️T,@ezeroho8245,ezeroho8245,0.26,124,11159,33.0,67.0,71.0,29.0,50.0,50.0,C221
L0/L1,Sonic,84,Gomtu Ⓜ️Ⓜ️T,@gomtu_xyz,gomtu_xyz,0.23,256,14456,49.0,51.0,53.0,47.0,64.0,36.0,C244
L0/L1,Sonic,45,greb,@grebbycrypto,grebbycrypto,0.35,238,41517,37.0,63.0,68.0,32.0,47.0,53.0,C249
L0/L1,Sonic,40,Guigs Ⓜ️Ⓜ️T,@GuigsLuke,guigsluke,0.41,58,2886,28.0,72.0,69.0,31.0,52.0,48.0,C251
L0/L1,Sonic,7,Justin Wu,@hackapreneur,hackapreneur,0.9,1663,280111,16.0,84.0,60.0,40.0,63.0,37.0,C258
L0/L1,Sonic,21,Ahri | Ⓜ️Ⓜ️T,@heysoahri,heysoahri,0.52,143,5077,39.0,61.0,80.0,20.0,48.0,52.0,C270
L0/L1,Sonic,32,itskkoma,@itskkoma,itskkoma,0.46,308,9423,6.0,94.0,61.0,39.0,55.0,45.0,C293
L0/L1,Sonic,58,Jack Haldorsson,@Jackhaldorsson,jackhaldorsson,0.3,264,10290,31.0,69.0,44.0,56.0,60.0,40.0,C295
L0/L1,Sonic,14,jayplaycoⓂ️Ⓜ️T,@jayplayco,jayplayco,0.66,272,9215,21.0,79.0,26.0,74.0,49.0,51.0,C298
L0/L1,Sonic,98,Jonaso,@Jonasoeth,jonasoeth,0.2,243,4585,55.0,45.0,47.0,53.0,61.0,39.0,C308
L0/L1,Sonic,8,Keno,@kenodnb,kenodnb,0.89,242,8240,35.0,65.0,55.0,45.0,67.0,33.0,C319
L0/L1,Sonic,77,Koob (T) 쿠쿠쿱 (T)Ⓜ️Ⓜ️ T,@kimyg002,kimyg002,0.24,339,16498,62.0,38.0,65.0,35.0,53.0,47.0,C323
L0/L1,Sonic,29,무두서일기 | Ⓜ️Ⓜ️T,@MOODOO_Diary,moodoo_diary,0.49,239,12423,44.0,56.0,70.0,30.0,55.0,45.0,C377
L0/L1,Sonic,87,"아이반(❖,❖)Ⓜ️Ⓜ️T",@museowunsaram,museowunsaram,0.23,161,7748,30.0,70.0,55.0,45.0,49.0,51.0,C386
L0/L1,Sonic,89,zin Ⓜ️Ⓜ️T,@periagoge1,periagoge1,0.22,180,4685,26.0,74.0,54.0,46.0,48.0,52.0,C413
L0/L1,Sonic,17,Rejamong.eth Ⓜ️Ⓜ️T,@r2Jamong,r2jamong,0.62,308,12907,35.0,65.0,50.0,50.0,46.0,54.0,C425
L0/L1,Sonic,59,Renksi,@renksieth,renksieth,0.3,124,54838,32.0,68.0,51.0,49.0,65.0,35.0,C442
L0/L1,Sonic,27,riddler,@RiddlerDeFi,riddlerdefi,0.49,816,55825,36.0,64.0,54.0,46.0,57.0,43.0,C443
L0/L1,Sonic,66,Shann³,@shannholmberg,shannholmberg,0.28,410,18776,38.0,62.0,52.0,48.0,59.0,41.0,C472
L0/L1,Sonic,16,Silo Intern,@SiloIntern,silointern,0.63,252,6633,22.0,78.0,67.0,33.0,48.0,52.0,C482
L0/L1,Sonic,4,slappjakke,@Slappjakke,slappjakke,1.0,1112,61878,27.0,73.0,57.0,43.0,54.0,46.0,C487
L0/L1,Sonic,28,steelorianⓂ️Ⓜ️T,@steelorian,steelorian,0.49,192,10176,25.0,75.0,72.0,28.0,56.0,44.0,C497
L0/L1,Sonic,72,Tanaka,@Tanaka_L2,tanaka_l2,0.26,459,43965,25.0,75.0,72.0,28.0,59.0,41.0,C506
L0/L1,Sonic,85,The DeFi Investor 🔎,@TheDeFinvestor,thedefinvestor,0.23,1809,157371,50.0,50.0,56.0,44.0,68.0,32.0,C517
L0/L1,Sonic,22,The Learning Pill 💊,@thelearningpill,thelearningpill,0.52,374,23547,23.0,77.0,58.0,42.0,54.0,46.0,C521
L0/L1,Sonic,31,Tim Haldorsson,@TimHaldorsson,timhaldorsson,0.47,722,30601,25.0,75.0,43.0,57.0,62.0,38.0,C525
L0/L1,Sonic,74,Vide Haldorsson,@VideHaldorsson,videhaldorsson,0.26,86,4162,34.0,66.0,65.0,35.0,56.0,44.0,C534
L0/L1,Story,17,Abhi | AP Collective,@0xAbhiP,0xabhip,0.62,1190,60669,60.0,40.0,53.0,47.0,60.0,40.0,C5
L0/L1,Story,64,Jun Kim Ⓜ️Ⓜ️T,@0xjunkim,0xjunkim,0.23,1074,10953,53.0,47.0,67.0,33.0,54.0,46.0,C30
L0/L1,Story,70,"0xkevin (🖤 , 💙)| Ⓜ️Ⓜ️T",@0xKevin00,0xkevin00,0.21,330,56103,63.0,37.0,10.0,90.0,74.0,26.0,C31
L0/L1,Story,31,币世王,@0xKingsKuan,0xkingskuan,0.39,285,60966,53.0,47.0,31.0,69.0,71.0,29.0,C32
L0/L1,Story,86,Hokage,@73lV_,73lv_,0.14,476,71231,67.0,33.0,68.0,32.0,52.0,48.0,C53
L0/L1,Story,49,airdropkoreaⓂ️Ⓜ️T,@AirdropKor_eth,airdropkor_eth,0.28,254,48211,78.0,22.0,100.0,0.0,41.0,59.0,C64
L0/L1,Story,28,Altcoin Sherpa,@AltcoinSherpa,altcoinsherpa,0.48,1670,257058,49.0,51.0,87.0,13.0,41.0,59.0,C68
L0/L1,Story,15,Anon Vee,@AnonVee_,anonvee_,0.63,272,58912,30.0,70.0,64.0,36.0,48.0,52.0,C74
L0/L1,Story,37,Axel Bitblaze 🪓,@Axel_bitblaze69,axel_bitblaze69,0.33,803,126873,63.0,37.0,38.0,62.0,60.0,40.0,C87
